query_id,query,predicted_code,predicted_label,gold_codes,graph_relationship,graph_matched_gold_code,graph_shared_parent_code,graph_prediction_found,graph_gold_found,note
81,lymphoid leukemia,EFO:0004289,lymphoid leukemia,EFO:0000220|EFO:0004289,Same,EFO:0004289,,True,True,
82,acute lymphoblastic leukemia,EFO:0000220,acute lymphoblastic leukemia,EFO:0000220,Same,EFO:0000220,,True,True,
83,Acute lymfatische leukemie,EFO:0000220,acute lymphoblastic leukemia,EFO:0000220,Same,EFO:0000220,,True,True,
84,Acute Lymphoblastic Leukemia,EFO:0000220,acute lymphoblastic leukemia,EFO:0000220,Same,EFO:0000220,,True,True,
85,acute monocytic leukemia,EFO:0000221,acute monocytic leukemia,EFO:0000221,Same,EFO:0000221,,True,True,
86,Acute Monocytic Leukemia,EFO:0000221,acute monocytic leukemia,EFO:0000221,Same,EFO:0000221,,True,True,
87,acute myeloid leukemia,EFO:0000222,acute myeloid leukemia,EFO:0000222,Same,EFO:0000222,,True,True,
88,Acute Myeloid Leukemia,EFO:0000222,acute myeloid leukemia,EFO:0000222,Same,EFO:0000222,,True,True,
89,acute myelomonocytic leukemia,EFO:0000223,acute myelomonocytic leukemia,EFO:0000223,Same,EFO:0000223,,True,True,
90,acute myelomonocytic leukemia M4,EFO:0000223,acute myelomonocytic leukemia,EFO:0000223,Same,EFO:0000223,,True,True,
91,Acute Myelomonocytic Leukemia,EFO:0000223,acute myelomonocytic leukemia,EFO:0000223,Same,EFO:0000223,,True,True,
92,acute promyelocytic leukemia,EFO:0000224,acute promyelocytic leukemia,EFO:0000224,Same,EFO:0000224,,True,True,
93,acute promyelocytic leukemia with PML-RARA,EFO:0000224,acute promyelocytic leukemia,EFO:0000224,Same,EFO:0000224,,True,True,
94,Acute Promyelocytic Leukemia with t(15;17)(q24.1;q21.2); PML-RARA,MONDO:0100375,"acute myeloid leukemia, t(15;17)(q24;q21)",EFO:0000224,Sibling,EFO:0000224,EFO:0000222,True,True,
95,acute quadriplegic myopathy,EFO:0000225,acute quadriplegic myopathy,EFO:0000225,Same,EFO:0000225,,True,True,
96,adductor mandibulae complex,UBERON:0011683,adductor mandibulae,EFO:0000227,Unrelated,,,True,True,
97,adenocarcinoma,EFO:0000228,adenocarcinoma,EFO:0000228,Same,EFO:0000228,,True,True,
98,Adenocarcinoma,EFO:0000228,adenocarcinoma,EFO:0000228,Same,EFO:0000228,,True,True,
99,adenohypophyseal placode,UBERON:0009122,adenohypophyseal placode,EFO:0000229,Unrelated,,,True,True,
100,adenohypophysis,UBERON:0002196,adenohypophysis,EFO:0000230,Unrelated,,,True,True,
101,adenoid cystic carcinoma,EFO:0000231,adenoid cystic carcinoma,EFO:0000231,Same,EFO:0000231,,True,True,
102,Adenoid Cystic Carcinoma,EFO:0000231,adenoid cystic carcinoma,EFO:0000231,Same,EFO:0000231,,True,True,
103,adenoma,EFO:0000232,adenoma,EFO:0000232,Same,EFO:0000232,,True,True,
104,Adenoma,EFO:0000232,adenoma,EFO:0000232,Same,EFO:0000232,,True,True,
105,adenosquamous lung carcinoma,EFO:0000233,adenosquamous lung carcinoma,EFO:0000233,Same,EFO:0000233,,True,True,
106,Lung Adenosquamous Carcinoma,EFO:0000233,adenosquamous lung carcinoma,EFO:0000233,Same,EFO:0000233,,True,True,
107,adrenal cortex,UBERON:0001235,adrenal cortex,EFO:0000237,Unrelated,,,True,True,
108,adrenal gland cortex,UBERON:0001235,adrenal cortex,EFO:0000237,Unrelated,,,True,True,
109,adrenal gland pheochromocytoma,EFO:0000239,adrenal gland pheochromocytoma,EFO:0000239,Same,EFO:0000239,,True,True,
110,Adrenal Gland Pheochromocytoma,EFO:0000239,adrenal gland pheochromocytoma,EFO:0000239,Same,EFO:0000239,,True,True,
111,malpighian tubule,UBERON:0001054,Malpighian tubule,EFO:0000243,Unrelated,,,True,True,
112,adult Malpighian tubule,UBERON:0001054,Malpighian tubule,EFO:0000243,Unrelated,,,True,True,
113,Malpighian tubule,UBERON:0001054,Malpighian tubule,EFO:0000243,Unrelated,,,True,True,
114,adult midgut progenitor cell,EFO:0000244,adult midgut precursor,EFO:0000244,Same,EFO:0000244,,True,True,
115,Aicardi syndrome,MONDO:0010568,Aicardi syndrome,EFO:0000247,Unrelated,,,True,True,
116,alveolar rhabdomyosarcoma,EFO:0000248,alveolar rhabdomyosarcoma,EFO:0000248,Same,EFO:0000248,,True,True,
117,Alveolair rhabdomyosarcoom,EFO:0000248,alveolar rhabdomyosarcoma,EFO:0000248,Same,EFO:0000248,,True,True,
118,Alveolar Rhabdomyosarcoma,EFO:0000248,alveolar rhabdomyosarcoma,EFO:0000248,Same,EFO:0000248,,True,True,
119,Alzheimer's disease,MONDO:0004975,Alzheimer disease,EFO:0000249,Unrelated,,,True,True,
120,amnioserosa,UBERON:0010302,amnioserosa,EFO:0000250,Unrelated,,,True,True,
121,amygdala,UBERON:0001876,amygdala,EFO:0000252,Unrelated,,,True,True,
122,Amygdala,UBERON:0001876,amygdala,EFO:0000252,Unrelated,,,True,True,
123,amyotrophic lateral sclerosis,MONDO:0004976,amyotrophic lateral sclerosis,EFO:0000253,Unrelated,,,True,True,
124,obsolete anal pad specific anlage,EFO:0000254,anal pad specific anlage,EFO:0000254,Same,EFO:0000254,,True,True,
125,angioimmunoblastic T-cell lymphoma,EFO:0000255,angioimmunoblastic T-cell lymphoma,EFO:0000255,Same,EFO:0000255,,True,True,
126,"Follicular Helper T-Cell Lymphoma, Angioimmunoblastic-Type",EFO:0000255,angioimmunoblastic T-cell lymphoma,EFO:0000255,Same,EFO:0000255,,True,True,
127,wing disc-derived cell-line,EFO:0002935,Drosophila melanogaster cell line,EFO:0000258,Unrelated,,,True,True,
128,obsolete anterior endoderm anlage in statu nascendi,EFO:0000260,anterior endoderm anlage in statu nascendi,EFO:0000260,Same,EFO:0000260,,True,True,
129,FBbt_00005524,,,EFO:0000261,Not Applicable,,,,,No prediction and/or no gold codes to compare.
130,obsolete anterior spiracle specific anlage,EFO:0000263,anterior spiracle specific anlage,EFO:0000263,Same,EFO:0000263,,True,True,
131,aorta,UBERON:0000947,aorta,EFO:0000265,Unrelated,,,True,True,
132,adult aorta,UBERON:0000947,aorta,EFO:0000265,Unrelated,,,True,True,
133,Aorta,UBERON:0000947,aorta,EFO:0000265,Unrelated,,,True,True,
134,dorsal aorta,UBERON:0000947,aorta,EFO:0000265,Unrelated,,,True,True,
135,aortic valve stenosis,EFO:0000266,aortic stenosis,EFO:0000266,Same,EFO:0000266,,True,True,
136,apical meristem,EFO:0002519,vegetative apex,EFO:0000267,Unrelated,,,True,True,
137,asthma,MONDO:0004979,asthma,EFO:0000270,Unrelated,,,True,True,
138,malignant astrocytoma,EFO:0002499,anaplastic astrocytoma,EFO:0000271|EFO:0000272,More Specific,EFO:0000272,,True,True,
139,astrocytoma,EFO:0000272,astrocytoma,EFO:0000272,Same,EFO:0000272,,True,True,
140,astrocytoma (excluding glioblastoma),EFO:0000272,astrocytoma,EFO:0000272,Same,EFO:0000272,,True,True,
141,Astrocytoma,EFO:0000272,astrocytoma,EFO:0000272,Same,EFO:0000272,,True,True,
142,Astrocytic Tumor,MONDO:0021636,astrocytic tumor,EFO:0000272,More General,EFO:0000272,,True,True,
143,atopic dermatitis,EFO:0000274,atopic eczema,EFO:0000274,Same,EFO:0000274,,True,True,
144,atopic eczema,EFO:0000274,atopic eczema,EFO:0000274,Same,EFO:0000274,,True,True,
145,Eczema,MONDO:0002406,dermatitis,EFO:0000274,More General,EFO:0000274,,True,True,
146,atrial fibrillation,EFO:0000275,atrial fibrillation,EFO:0000275,Same,EFO:0000275,,True,True,
147,Atrial fibrillation,EFO:0000275,atrial fibrillation,EFO:0000275,Same,EFO:0000275,,True,True,
148,Atrial Fibrillation,EFO:0000275,atrial fibrillation,EFO:0000275,Same,EFO:0000275,,True,True,
149,Atrioventricular node,UBERON:0002352,atrioventricular node,EFO:0000276,Unrelated,,,True,True,
150,atrioventricular node,UBERON:0002352,atrioventricular node,EFO:0000276,Unrelated,,,True,True,
151,myotome somite 14,UBERON:2000726,somite 14,EFO:0000276,Unrelated,,,True,True,
152,atrium,UBERON:0002081,cardiac atrium,EFO:0000277,Unrelated,,,True,True,
153,heart atrium,UBERON:0002081,cardiac atrium,EFO:0000277,Unrelated,,,True,True,
154,Atrium,UBERON:0002081,cardiac atrium,EFO:0000277,Unrelated,,,True,True,
155,pancreatitis,EFO:0000278,pancreatitis,EFO:0000278,Same,EFO:0000278,,True,True,
156,Pancreatitis,EFO:0000278,pancreatitis,EFO:0000278,Same,EFO:0000278,,True,True,
157,spermatogenic failure,EFO:0000279,azoospermia,EFO:0000279,Same,EFO:0000279,,True,True,
158,azoospermia,EFO:0000279,azoospermia,EFO:0000279,Same,EFO:0000279,,True,True,
159,Barrett's esophagus,EFO:0000280,Barrett's esophagus,EFO:0000280,Same,EFO:0000280,,True,True,
160,Barrett esophagus,EFO:0000280,Barrett's esophagus,EFO:0000280,Same,EFO:0000280,,True,True,
161,Barrett Esophagus,EFO:0000280,Barrett's esophagus,EFO:0000280,Same,EFO:0000280,,True,True,
162,basal-like breast carcinoma,EFO:0000281,basal-like breast carcinoma,EFO:0000281,Same,EFO:0000281,,True,True,
163,Basal-Like Breast Carcinoma,EFO:0000281,basal-like breast carcinoma,EFO:0000281,Same,EFO:0000281,,True,True,
164,prostatic hypertrophy,EFO:0000284,benign prostatic hyperplasia,EFO:0000284,Same,EFO:0000284,,True,True,
165,prostatic adenoma,EFO:0000284,benign prostatic hyperplasia,EFO:0000284,Same,EFO:0000284,,True,True,
166,Benign prostat hiperplazisi,EFO:0000284,benign prostatic hyperplasia,EFO:0000284,Same,EFO:0000284,,True,True,
167,benign prostatic hyperplasia,EFO:0000284,benign prostatic hyperplasia,EFO:0000284,Same,EFO:0000284,,True,True,
168,Benign Prostatic Hyperplasia,EFO:0000284,benign prostatic hyperplasia,EFO:0000284,Same,EFO:0000284,,True,True,
169,bipolar disorder,MONDO:0004985,bipolar disorder,EFO:0000289,Unrelated,,,True,True,
170,bladder,UBERON:0001255,urinary bladder,EFO:0000290|EFO:0000928,Unrelated,,,True,True,
171,Urinary bladder,UBERON:0001255,urinary bladder,EFO:0000290,Unrelated,,,True,True,
172,urinary bladder,UBERON:0001255,urinary bladder,EFO:0000290,Unrelated,,,True,True,
173,bladder carcinoma,MONDO:0004986,urinary bladder carcinoma,EFO:0000292,Unrelated,,,True,True,
174,obsolete_bladder carcinoma,MONDO:0004986,urinary bladder carcinoma,EFO:0000292,Unrelated,,,True,True,
175,Blaas carcinoom,MONDO:0004986,urinary bladder carcinoma,EFO:0000292,Unrelated,,,True,True,
176,Bladder Carcinoma,MONDO:0004986,urinary bladder carcinoma,EFO:0000292,Unrelated,,,True,True,
177,bladder tumor,EFO:0000294,bladder tumor,EFO:0000294,Same,EFO:0000294,,True,True,
178,urinary bladder neoplasm,EFO:0000294,bladder tumor,EFO:0000294,Same,EFO:0000294,,True,True,
179,Bladder Neoplasm,EFO:0000294,bladder tumor,EFO:0000294,Same,EFO:0000294,,True,True,
180,blastocyst,UBERON:0000358,blastocyst,EFO:0000295,Unrelated,,,True,True,
181,blood,UBERON:0000178,blood,EFO:0000296,Unrelated,,,True,True,
182,central nervous system,UBERON:0001017,central nervous system,EFO:0000302|EFO:0000908,Unrelated,,,True,True,
183,adult brain,UBERON:0000955,brain,EFO:0000302,Unrelated,,,True,True,
184,Brain,UBERON:0000955,brain,EFO:0000302,Unrelated,,,True,True,
185,brain,UBERON:0000955,brain,EFO:0000302,Unrelated,,,True,True,
186,pharyngeal nervous system,EFO:0000897,pharyngeal nervous system,EFO:0000302|EFO:0000897,Same,EFO:0000897,,True,True,
187,breast adenocarcinoma,EFO:0000304,breast adenocarcinoma,EFO:0000304,Same,EFO:0000304,,True,True,
188,Breast Adenocarcinoma,EFO:0000304,breast adenocarcinoma,EFO:0000304,Same,EFO:0000304,,True,True,
189,breast carcinoma,EFO:0000305,breast carcinoma,EFO:0000305,Same,EFO:0000305,,True,True,
190,Breast Carcinoma,EFO:0000305,breast carcinoma,EFO:0000305,Same,EFO:0000305,,True,True,
191,luminal breast carcinoma A,MONDO:0021116,luminal A breast carcinoma,EFO:0000306,More Specific,EFO:0000306,,True,True,
192,breast tumor luminal,EFO:0000306,breast tumor luminal,EFO:0000306,Same,EFO:0000306,,True,True,
193,breast tumor luminal A or B,EFO:0000306,breast tumor luminal,EFO:0000306,Same,EFO:0000306,,True,True,
194,bronchiolo-alveolar adenocarcinoma,EFO:1001941,bronchioloalveolar carcinoma,EFO:0000308,Sibling,EFO:0000308,EFO:0000571,True,True,
195,bronchoalveolar adenocarcinoma,EFO:0000308,bronchoalveolar adenocarcinoma,EFO:0000308,Same,EFO:0000308,,True,True,
196,minimally invasive lung adenocarcinoma,EFO:0000571,lung adenocarcinoma,EFO:0000308,More General,EFO:0000308,,True,True,
197,Minimally Invasive Lung Adenocarcinoma,EFO:0000571,lung adenocarcinoma,EFO:0000308,More General,EFO:0000308,,True,True,
198,Burkitt lymphoma,EFO:0000309,Burkitts lymphoma,EFO:0000309,Same,EFO:0000309,,True,True,
199,Burkitts lymphoma,EFO:0000309,Burkitts lymphoma,EFO:0000309,Same,EFO:0000309,,True,True,
200,Burkitt Lymphoma,EFO:0000309,Burkitts lymphoma,EFO:0000309,Same,EFO:0000309,,True,True,
201,limb-girdle muscular dystrophy,MONDO:0016971,limb-girdle muscular dystrophy,EFO:0000310|EFO:0000758,Unrelated,,,True,True,
202,organ system cancer,MONDO:0004992,cancer,EFO:0000311,Unrelated,,,True,True,
203,cell type cancer,MONDO:0004992,cancer,EFO:0000311,Unrelated,,,True,True,
204,cancer,MONDO:0004992,cancer,EFO:0000311,Unrelated,,,True,True,
205,obsolete_cancer,MONDO:0004992,cancer,EFO:0000311,Unrelated,,,True,True,
206,Malignant Neoplasm,MONDO:0004992,cancer,EFO:0000311,Unrelated,,,True,True,
207,carcinoma,EFO:0000313,carcinoma,EFO:0000313,Same,EFO:0000313,,True,True,
208,Carcinoma,EFO:0000313,carcinoma,EFO:0000313,Same,EFO:0000313,,True,True,
209,cardiogenic mesoderm,EFO:0000315,cardiac mesoderm primordium,EFO:0000315,Same,EFO:0000315,,True,True,
210,heart ventricle,UBERON:0002082,cardiac ventricle,EFO:0000317,Unrelated,,,True,True,
211,Ventricle,UBERON:0002082,cardiac ventricle,EFO:0000317,Unrelated,,,True,True,
212,cardiac ventricle,UBERON:0002082,cardiac ventricle,EFO:0000317,Unrelated,,,True,True,
213,cardiomyopathy,EFO:0000318,cardiomyopathy,EFO:0000318,Same,EFO:0000318,,True,True,
214,Cardiomyopathy,EFO:0000318,cardiomyopathy,EFO:0000318,Same,EFO:0000318,,True,True,
215,cardiovascular system disease,EFO:0000319,cardiovascular disease,EFO:0000319,Same,EFO:0000319,,True,True,
216,cardiovascular disorder,EFO:0000319,cardiovascular disease,EFO:0000319,Same,EFO:0000319,,True,True,
217,Cardiovascular Disorder,EFO:0000319,cardiovascular disease,EFO:0000319,Same,EFO:0000319,,True,True,
218,cell property,EFO:0000323,cell property,EFO:0000323,Same,EFO:0000323,,True,True,
219,central nervous system cancer,EFO:0000326,central nervous system cancer,EFO:0000326,Same,EFO:0000326,,True,True,
220,Malignant Central Nervous System Neoplasm,EFO:0000326,central nervous system cancer,EFO:0000326,Same,EFO:0000326,,True,True,
221,Central Nervous System Neoplasm,EFO:1000158,Central Nervous System Neoplasm,EFO:0000326|EFO:1000158,Same,EFO:1000158,,True,True,
222,cerebellum,UBERON:0002037,cerebellum,EFO:0000327,Unrelated,,,True,True,
223,cerebral cortex,UBERON:0000956,cerebral cortex,EFO:0000328|EFO:0000383,Unrelated,,,True,True,
224,adult brain cell body rind,UBERON:0000956,cerebral cortex,EFO:0000328,Unrelated,,,True,True,
225,Cerebral cortex,UBERON:0000956,cerebral cortex,EFO:0000328,Unrelated,,,True,True,
226,cerebrospinal fluid,UBERON:0001359,cerebrospinal fluid,EFO:0000329,Unrelated,,,True,True,
227,childhood acute myeloid leukemia,EFO:0000330,childhood acute myeloid leukemia,EFO:0000330,Same,EFO:0000330,,True,True,
228,Childhood Acute Myeloid Leukemia,EFO:0000330,childhood acute myeloid leukemia,EFO:0000330,Same,EFO:0000330,,True,True,
229,chondroblastoma,EFO:0000331,chondroblastoma,EFO:0000331,Same,EFO:0000331,,True,True,
230,Chondroblastom,EFO:0000331,chondroblastoma,EFO:0000331,Same,EFO:0000331,,True,True,
231,Chondroblastoma,EFO:0000331,chondroblastoma,EFO:0000331,Same,EFO:0000331,,True,True,
232,chondromyxoid fibroma,EFO:0000332,chondromyxoid fibroma,EFO:0000332,Same,EFO:0000332,,True,True,
233,Chondromyxoid Fibroma,EFO:0000332,chondromyxoid fibroma,EFO:0000332,Same,EFO:0000332,,True,True,
234,chondrosarcoma,EFO:0000333,chondrosarcoma,EFO:0000333,Same,EFO:0000333,,True,True,
235,Chondrosarcoma,EFO:0000333,chondrosarcoma,EFO:0000333,Same,EFO:0000333,,True,True,
236,chordoma,MONDO:0008978,chordoma,EFO:0000334,Unrelated,,,True,True,
237,chromophobe renal cell carcinoma,EFO:0000335,chromophobe renal cell carcinoma,EFO:0000335,Same,EFO:0000335,,True,True,
238,Chromophobe Renal Cell Carcinoma,EFO:0000335,chromophobe renal cell carcinoma,EFO:0000335,Same,EFO:0000335,,True,True,
239,Chronic gastritis,EFO:0000337,chronic gastritis,EFO:0000337,Same,EFO:0000337,,True,True,
240,chronic gastritis,EFO:0000337,chronic gastritis,EFO:0000337,Same,EFO:0000337,,True,True,
241,Chronic Gastritis,EFO:0000337,chronic gastritis,EFO:0000337,Same,EFO:0000337,,True,True,
