query_id,query,predicted_code,predicted_label,gold_codes,graph_relationship,graph_matched_gold_code,graph_shared_parent_code,graph_prediction_found,graph_gold_found,note
68,CI-1,EFO:0006367,CI-1,EFO:0006367,Same,EFO:0006367,,True,True,
69,CL-11,EFO:0006368,CL-11,EFO:0006368,Same,EFO:0006368,,True,True,
70,CL-34,EFO:0006369,CL-34,EFO:0006369,Same,EFO:0006369,,True,True,
71,CL-40,EFO:0006370,CL-40,EFO:0006370,Same,EFO:0006370,,True,True,
72,CMK,EFO:0003037,CMK,EFO:0003037,Same,EFO:0003037,,True,True,
73,CML-T1,EFO:0002134,CMLT1,EFO:0002134,Same,EFO:0002134,,True,True,
74,COLO-678,EFO:0006371,COLO 678,EFO:0006371,Same,EFO:0006371,,True,True,
75,COLO-679,EFO:0006372,COLO 679,EFO:0006372,Same,EFO:0006372,,True,True,
76,COLO-680N,EFO:0006373,COLO 680N,EFO:0006373,Same,EFO:0006373,,True,True,
77,COLO-699,EFO:0006374,COLO 699,EFO:0006374,Same,EFO:0006374,,True,True,
78,COLO-704,EFO:0002139,COLO704,EFO:0002139,Same,EFO:0002139,,True,True,
79,COLO 741,EFO:0006375,COLO 741,EFO:0006375,Same,EFO:0006375,,True,True,
80,COLO-783,EFO:0006376,COLO 783,EFO:0006376,Same,EFO:0006376,,True,True,
81,COLO 792,EFO:0006377,COLO 792,EFO:0006377,Same,EFO:0006377,,True,True,
82,COLO-800,EFO:0006378,COLO 800,EFO:0006378,Same,EFO:0006378,,True,True,
83,COLO-849,EFO:0006379,COLO 849,EFO:0006379,Same,EFO:0006379,,True,True,
84,COR-L105,EFO:0002141,CORL105,EFO:0002141,Same,EFO:0002141,,True,True,
85,COR-L23,EFO:0002142,CORL23,EFO:0002142,Same,EFO:0002142,,True,True,
86,COR-L279,EFO:0002143,CORL279,EFO:0002143,Same,EFO:0002143,,True,True,
87,COR-L47,EFO:0006556,COR-L47,EFO:0006556,Same,EFO:0006556,,True,True,
88,COR-L88,EFO:0002144,CORL88,EFO:0002144,Same,EFO:0002144,,True,True,
89,COV318,EFO:0006382,COV318,EFO:0006382,Same,EFO:0006382,,True,True,
90,COV362,EFO:0006383,COV362,EFO:0006383,Same,EFO:0006383,,True,True,
91,COV434,EFO:0006384,COV434,EFO:0006384,Same,EFO:0006384,,True,True,
92,COV504,EFO:0006385,COV504,EFO:0006385,Same,EFO:0006385,,True,True,
93,COV644,EFO:0006386,COV644,EFO:0006386,Same,EFO:0006386,,True,True,
94,CPC-N,EFO:0006559,CPC-N,EFO:0006559,Same,EFO:0006559,,True,True,
95,CW-2,EFO:0006560,CW-2,EFO:0006560,Same,EFO:0006560,,True,True,
96,DAN-G,EFO:0006562,DAN-G,EFO:0006562,Same,EFO:0006562,,True,True,
97,Daoy,EFO:0005698,Daoy,EFO:0005698,Same,EFO:0005698,,True,True,
98,Daudi,EFO:0002169,Daudi,EFO:0002169,Same,EFO:0002169,,True,True,
99,DBTRG-05MG,EFO:0002159,DBTRG05MG,EFO:0002159,Same,EFO:0002159,,True,True,
100,DB,EFO:0002158,DB,EFO:0002158,Same,EFO:0002158,,True,True,
101,DK-MG,EFO:0002161,DKMG,EFO:0002161,Same,EFO:0002161,,True,True,
102,DLD-1,EFO:0006389,DLD1,EFO:0006389,Same,EFO:0006389,,True,True,
103,DMS 114,EFO:0002162,DMS114,EFO:0002162,Same,EFO:0002162,,True,True,
104,DMS 454,EFO:0006390,DMS 454,EFO:0006390,Same,EFO:0006390,,True,True,
105,DND-41,EFO:0007074,DND-41,EFO:0007074,Same,EFO:0007074,,True,True,
106,DOHH-2,EFO:0002167,DOHH2,EFO:0002167,Same,EFO:0002167,,True,True,
107,DU 145,EFO:0005441,DU 145,EFO:0005441,Same,EFO:0005441,,True,True,
108,DU4475,EFO:0002168,DU4475,EFO:0002168,Same,EFO:0002168,,True,True,
109,DV-90,EFO:0006565,DV-90,EFO:0006565,Same,EFO:0006565,,True,True,
110,EB1,EFO:0002172,EB1,EFO:0002172,Same,EFO:0002172,,True,True,
111,EB2,EFO:0002173,EB2,EFO:0002173,Same,EFO:0002173,,True,True,
112,EBC-1,EFO:0003115,EBC-1,EFO:0003115,Same,EFO:0003115,,True,True,
113,EFM-192A,EFO:0006568,EFM-192A,EFO:0006568,Same,EFO:0006568,,True,True,
114,EFM-19,EFO:0002175,EFM19,EFO:0002175,Same,EFO:0002175,,True,True,
115,EFO-27,,,EFO:0006571,Not Applicable,,,,,No prediction and/or no gold codes to compare.
116,EJM,EFO:0006572,EJM,EFO:0006572,Same,EFO:0006572,,True,True,
117,EKVX,EFO:0006786,EKVX,EFO:0006786,Same,EFO:0006786,,True,True,
118,EM-2,,,EFO:0002176,Not Applicable,,,,,No prediction and/or no gold codes to compare.
119,EPLC-272H,EFO:0006573,EPLC-272H,EFO:0006573,Same,EFO:0006573,,True,True,
120,ES-2,EFO:0002177,ES2,EFO:0002177,Same,EFO:0002177,,True,True,
121,EVSA-T,EFO:0006574,EVSA-T,EFO:0006574,Same,EFO:0006574,,True,True,
122,FaDu,EFO:0002178,FaDu,EFO:0002178,Same,EFO:0002178,,True,True,
123,FU97,EFO:0002054,Fu97,EFO:0002054,Same,EFO:0002054,,True,True,
124,G-361,EFO:0006394,G-361,EFO:0006394,Same,EFO:0006394,,True,True,
125,G-401,EFO:0002179,G401,EFO:0002179,Same,EFO:0002179,,True,True,
126,G-402,EFO:0002180,G402,EFO:0002180,Same,EFO:0002180,,True,True,
127,GA-10,EFO:0002181,GA10,EFO:0002181,Same,EFO:0002181,,True,True,
128,GCT,EFO:0002182,GCT,EFO:0002182,Same,EFO:0002182,,True,True,
129,GDM-1,EFO:0004593,gestational diabetes,EFO:0002183,Unrelated,,,True,True,
130,GP2d,EFO:0006575,GP2d,EFO:0006575,Same,EFO:0006575,,True,True,
131,GRANTA-519,EFO:0005369,Granta-519,EFO:0005369,Same,EFO:0005369,,True,True,
132,GR-M,EFO:0006577,GR-M,EFO:0006577,Same,EFO:0006577,,True,True,
133,H4,EFO:0002184,H4,EFO:0002184,Same,EFO:0002184,,True,True,
134,HCC1143,EFO:0001169,HCC1143,EFO:0001169,Same,EFO:0001169,,True,True,
135,HCC-1171,EFO:0003126,HCC1171,EFO:0003126,Same,EFO:0003126,,True,True,
136,HCC1187,EFO:0001170,HCC1187,EFO:0001170,Same,EFO:0001170,,True,True,
137,HCC-1195,EFO:0005371,HCC1195,EFO:0005371,Same,EFO:0005371,,True,True,
138,HCC-1359,EFO:0003128,HCC1359,EFO:0003128,Same,EFO:0003128,,True,True,
139,HCC1395,EFO:0002185,HCC1395,EFO:0002185,Same,EFO:0002185,,True,True,
140,HCC1419,EFO:0005372,HCC1419,EFO:0005372,Same,EFO:0005372,,True,True,
141,HCC1428,EFO:0001171,HCC1428,EFO:0001171,Same,EFO:0001171,,True,True,
142,HCC1500,EFO:0001172,HCC1500,EFO:0001172,Same,EFO:0001172,,True,True,
143,HCC1569,EFO:0001173,HCC1569,EFO:0001173,Same,EFO:0001173,,True,True,
144,HCC1599,EFO:0002186,HCC1599,EFO:0002186,Same,EFO:0002186,,True,True,
145,HCC-15,EFO:0003129,HCC15,EFO:0003129,Same,EFO:0003129,,True,True,
146,HCC1806,EFO:0005373,HCC1806,EFO:0005373,Same,EFO:0005373,,True,True,
147,HCC1937,EFO:0001174,HCC1937,EFO:0001174,Same,EFO:0001174,,True,True,
148,HCC1954,EFO:0001175,HCC1954,EFO:0001175,Same,EFO:0001175,,True,True,
149,HCC202,,,EFO:0001176,Not Applicable,,,,,No prediction and/or no gold codes to compare.
150,HCC2157,EFO:0001177,HCC2157,EFO:0001177,Same,EFO:0001177,,True,True,
151,HCC2218,EFO:0002187,HCC2218,EFO:0002187,Same,EFO:0002187,,True,True,
152,HCC-2279,EFO:0006431,HCC2279,EFO:0006431,Same,EFO:0006431,,True,True,
153,HCC2935,EFO:0005375,HCC2935,EFO:0005375,Same,EFO:0005375,,True,True,
154,HCC-33,EFO:0006417,HCC0033,EFO:0006417,Same,EFO:0006417,,True,True,
155,HCC364,EFO:0006420,HCC0364,EFO:0006420,Same,EFO:0006420,,True,True,
156,HCC-366,EFO:0003131,HCC366,EFO:0003131,Same,EFO:0003131,,True,True,
157,HCC38,EFO:0001180,HCC38,EFO:0001180,Same,EFO:0001180,,True,True,
158,HCC4006,EFO:0003132,HCC4006,EFO:0003132,Same,EFO:0003132,,True,True,
159,HCC-44,EFO:0003133,HCC44,EFO:0003133,Same,EFO:0003133,,True,True,
160,HCC70,EFO:0001181,HCC70,EFO:0001181,Same,EFO:0001181,,True,True,
161,HCC-78,EFO:0003136,HCC78,EFO:0003136,Same,EFO:0003136,,True,True,
162,HCC827,EFO:0003137,HCC827,EFO:0003137,Same,EFO:0003137,,True,True,
163,HCC-95,EFO:0003138,HCC95,EFO:0003138,Same,EFO:0003138,,True,True,
164,HCT-15,EFO:0002188,HCT15,EFO:0002188,Same,EFO:0002188,,True,True,
165,HCT-8,EFO:0002189,HCT8,EFO:0002189,Same,EFO:0002189,,True,True,
166,HD-MY-Z,,,EFO:0002190,Not Applicable,,,,,No prediction and/or no gold codes to compare.
167,HEC-1-A,EFO:0002191,HEC1A,EFO:0002191,Same,EFO:0002191,,True,True,
168,HEC-1-B,EFO:0002192,HEC1B,EFO:0002192,Same,EFO:0002192,,True,True,
169,HGC-27,EFO:0006581,HGC-27,EFO:0006581,Same,EFO:0006581,,True,True,
170,HH,MONDO:0006507,hereditary hemochromatosis,EFO:0002194,Unrelated,,,True,True,
171,HMCB,EFO:0002195,HMCB,EFO:0002195,Same,EFO:0002195,,True,True,
172,HNT34,EFO:0006583,HNT-34,EFO:0006583,Same,EFO:0006583,,True,True,
173,HOP-62,EFO:0006439,HOP62,EFO:0006439,Same,EFO:0006439,,True,True,
174,HOP-92,EFO:0006440,HOP92,EFO:0006440,Same,EFO:0006440,,True,True,
175,HOS,EFO:0002196,HOS,EFO:0002196,Same,EFO:0002196,,True,True,
176,HPAC,EFO:0002197,HPAC,EFO:0002197,Same,EFO:0002197,,True,True,
177,Hs 255.T,EFO:0006584,Hs 255.T,EFO:0006584,Same,EFO:0006584,,True,True,
178,Hs 294T,,,EFO:0006585,Not Applicable,,,,,No prediction and/or no gold codes to compare.
179,Hs 675.T,EFO:0006587,Hs 675.T,EFO:0006587,Same,EFO:0006587,,True,True,
180,Hs 683,EFO:0006441,Hs 683,EFO:0006441,Same,EFO:0006441,,True,True,
181,Hs 695T,EFO:0006588,Hs 695T,EFO:0006588,Same,EFO:0006588,,True,True,
182,Hs 746T,EFO:0006589,Hs 746T,EFO:0006589,Same,EFO:0006589,,True,True,
183,Hs 766T,EFO:0006590,Hs 766T,EFO:0006590,Same,EFO:0006590,,True,True,
184,Hs 839.T,EFO:0006591,Hs 839.T,EFO:0006591,Same,EFO:0006591,,True,True,
185,Hs 852.T,EFO:0006592,Hs 852.T,EFO:0006592,Same,EFO:0006592,,True,True,
186,Hs 895.T,EFO:0006593,Hs 895.T,EFO:0006593,Same,EFO:0006593,,True,True,
187,Hs 936.T,EFO:0006594,Hs 936.T,EFO:0006594,Same,EFO:0006594,,True,True,
188,Hs 940.T,EFO:0006595,Hs 940.T,EFO:0006595,Same,EFO:0006595,,True,True,
189,HT-1080,EFO:0022394,HT-1080 cell,EFO:0002059,Sibling,EFO:0002059,EFO:0001639,True,True,
190,HT115,EFO:0006442,HT115,EFO:0006442,Same,EFO:0006442,,True,True,
191,HT-1197,EFO:0002202,HT1197,EFO:0002202,Same,EFO:0002202,,True,True,
192,HT-1376,EFO:0002203,HT1376,EFO:0002203,Same,EFO:0002203,,True,True,
193,HT-144,EFO:0006443,HT144,EFO:0006443,Same,EFO:0006443,,True,True,
194,HT-29,EFO:0001193,HT-29,EFO:0001193,Same,EFO:0001193,,True,True,
195,HT55,EFO:0006444,HT55,EFO:0006444,Same,EFO:0006444,,True,True,
196,HT,EFO:0000537,hypertension,EFO:0002200,Unrelated,,,True,True,
197,huH-1,EFO:0006445,huH-1,EFO:0006445,Same,EFO:0006445,,True,True,
198,HuNS1,,,EFO:0002207,Not Applicable,,,,,No prediction and/or no gold codes to compare.
199,HUP-T3,EFO:0006596,HuP-T3,EFO:0006596,Same,EFO:0006596,,True,True,
200,HUP-T4,EFO:0002208,HuPT4,EFO:0002208,Same,EFO:0002208,,True,True,
201,IGR-37,EFO:0006597,IGR-37,EFO:0006597,Same,EFO:0006597,,True,True,
202,IGROV1,EFO:0005385,IGROV-1,EFO:0005385,Same,EFO:0005385,,True,True,
203,IM95,EFO:0006446,IM-95,EFO:0006446,Same,EFO:0006446,,True,True,
204,IMR-32,EFO:0001195,IMR-32,EFO:0001195,Same,EFO:0001195,,True,True,
205,IPC-298,EFO:0006447,IPC-298,EFO:0006447,Same,EFO:0006447,,True,True,
206,J82,EFO:0007257,eosinophilic pneumonia,EFO:0002210,Unrelated,,,True,True,
207,JeKo-1,EFO:0005387,JeKo-1,EFO:0005387,Same,EFO:0005387,,True,True,
208,JHH-1,EFO:0006599,JHH-1,EFO:0006599,Same,EFO:0006599,,True,True,
209,JHH-2,EFO:0006600,JHH-2,EFO:0006600,Same,EFO:0006600,,True,True,
210,JHH-4,EFO:0006601,JHH-4,EFO:0006601,Same,EFO:0006601,,True,True,
211,JHH-5,EFO:0006602,JHH-5,EFO:0006602,Same,EFO:0006602,,True,True,
212,JHH-7,EFO:0006603,JHH-7,EFO:0006603,Same,EFO:0006603,,True,True,
213,JIMT-1,EFO:0005388,JIMT-1,EFO:0005388,Same,EFO:0005388,,True,True,
214,JJN-3,EFO:0006605,JJN-3,EFO:0006605,Same,EFO:0006605,,True,True,
215,JL-1,EFO:0006448,JL-1,EFO:0006448,Same,EFO:0006448,,True,True,
216,JM1,EFO:0002212,JM1,EFO:0002212,Same,EFO:0002212,,True,True,
217,JRT3T35,EFO:0002213,JRT3T35,EFO:0002213,Same,EFO:0002213,,True,True,
218,JVM-2,EFO:0005476,JVM-2,EFO:0005476,Same,EFO:0005476,,True,True,
219,JVM-3,EFO:0002214,JVM3,EFO:0002214,Same,EFO:0002214,,True,True,
220,KARPAS-299,EFO:0005390,KARPAS 299,EFO:0005390,Same,EFO:0005390,,True,True,
221,KARPAS-422,EFO:0005719,Karpas 422,EFO:0005719,Same,EFO:0005719,,True,True,
222,KARPAS-620,EFO:0006449,KARPAS-620,EFO:0006449,Same,EFO:0006449,,True,True,
223,KASUMI-1,EFO:0006607,Kasumi-1,EFO:0006607,Same,EFO:0006607,,True,True,
224,KASUMI-2,EFO:0002224,Kasumi2,EFO:0002224,Same,EFO:0002224,,True,True,
225,KCI-MOH1,EFO:0006608,KCI-MOH1,EFO:0006608,Same,EFO:0006608,,True,True,
226,KELLY,EFO:0002069,KELLY,EFO:0002069,Same,EFO:0002069,,True,True,
227,KG-1,EFO:0002218,KG1,EFO:0002218,Same,EFO:0002218,,True,True,
228,KHM-1B,EFO:0006609,KHM-1B,EFO:0006609,Same,EFO:0006609,,True,True,
229,KLE,EFO:0002220,KLE,EFO:0002220,Same,EFO:0002220,,True,True,
230,KLM-1,EFO:0006610,KLM-1,EFO:0006610,Same,EFO:0006610,,True,True,
231,KM12,EFO:0006282,KM12,EFO:0006282,Same,EFO:0006282,,True,True,
232,KMM-1,EFO:0006611,KMM-1,EFO:0006611,Same,EFO:0006611,,True,True,
233,KMS-11,EFO:0005694,KMS-11,EFO:0005694,Same,EFO:0005694,,True,True,
234,KMS-12-BM,EFO:0006612,KMS-12-BM,EFO:0006612,Same,EFO:0006612,,True,True,
235,KMS-21BM,EFO:0006614,KMS-21-BM,EFO:0006614,Same,EFO:0006614,,True,True,
236,KMS-26,EFO:0006615,KMS-26,EFO:0006615,Same,EFO:0006615,,True,True,
237,KMS-27,EFO:0006616,KMS-27,EFO:0006616,Same,EFO:0006616,,True,True,
238,KMS-28BM,EFO:0006617,KMS-28BM,EFO:0006617,Same,EFO:0006617,,True,True,
239,KMS-34,EFO:0006619,KMS-34,EFO:0006619,Same,EFO:0006619,,True,True,
240,KNS-62,EFO:0006620,KNS-62,EFO:0006620,Same,EFO:0006620,,True,True,
241,KP-2,EFO:0006621,KP-2,EFO:0006621,Same,EFO:0006621,,True,True,
242,KP-3,EFO:0006622,KP-3,EFO:0006622,Same,EFO:0006622,,True,True,
243,KP4,EFO:0006623,KP-4,EFO:0006623,Same,EFO:0006623,,True,True,
244,KPL-1,EFO:0002221,KPL1,EFO:0002221,Same,EFO:0002221,,True,True,
245,KU812,EFO:0002222,KU812,EFO:0002222,Same,EFO:0002222,,True,True,
246,KURAMOCHI,EFO:0006625,KURAMOCHI,EFO:0006625,Same,EFO:0006625,,True,True,
247,KYSE-140,EFO:0006626,KYSE-140,EFO:0006626,Same,EFO:0006626,,True,True,
248,KYSE-150,EFO:0006627,KYSE-150,EFO:0006627,Same,EFO:0006627,,True,True,
249,KYSE-180,EFO:0006628,KYSE-180,EFO:0006628,Same,EFO:0006628,,True,True,
250,KYSE-270,EFO:0006629,KYSE-270,EFO:0006629,Same,EFO:0006629,,True,True,
251,KYSE-30,EFO:0002223,KYSE30,EFO:0002223,Same,EFO:0002223,,True,True,
252,KYSE-450,EFO:0006630,KYSE-450,EFO:0006630,Same,EFO:0006630,,True,True,
253,KYSE-510,EFO:0006631,KYSE-510,EFO:0006631,Same,EFO:0006631,,True,True,
254,KYSE-520,EFO:0006632,KYSE-520,EFO:0006632,Same,EFO:0006632,,True,True,
255,KYSE-70,EFO:0006633,KYSE-70,EFO:0006633,Same,EFO:0006633,,True,True,
256,L-363,EFO:0006450,L-363,EFO:0006450,Same,EFO:0006450,,True,True,
257,L-428,EFO:0022380,L-428 cell,EFO:0002225,Sibling,EFO:0002225,EFO:0002888,True,True,
258,LC-1F,EFO:0002827,LC-1F,EFO:0002827,Same,EFO:0002827,,True,True,
259,LCLC-103H,EFO:0006634,LCLC-103H,EFO:0006634,Same,EFO:0006634,,True,True,
260,LCLC-97TM1,EFO:0006635,LCLC-97TM1,EFO:0006635,Same,EFO:0006635,,True,True,
261,LN-18,EFO:0006636,LN-18,EFO:0006636,Same,EFO:0006636,,True,True,
262,LN-229,EFO:0006637,LN-229,EFO:0006637,Same,EFO:0006637,,True,True,
263,LNCaP clone FGC,EFO:0005726,LNCaP clone FGC,EFO:0005726,Same,EFO:0005726,,True,True,
264,Loucy,EFO:0007112,Loucy,EFO:0007112,Same,EFO:0007112,,True,True,
265,LOU-NH91,EFO:0006638,LOU-NH91,EFO:0006638,Same,EFO:0006638,,True,True,
266,LoVo,EFO:0006639,LoVo,EFO:0006639,Same,EFO:0006639,,True,True,
267,LOX IMVI,EFO:0006284,LOXIMVI,EFO:0006284,Same,EFO:0006284,,True,True,
268,LS1034,EFO:0002226,LS1034,EFO:0002226,Same,EFO:0002226,,True,True,
269,LS 180,EFO:0006640,LS 180,EFO:0006640,Same,EFO:0006640,,True,True,
270,LXF-289,EFO:0006641,LXF-289,EFO:0006641,Same,EFO:0006641,,True,True,
271,M059K,EFO:0006451,M059K,EFO:0006451,Same,EFO:0006451,,True,True,
272,Malme-3M,EFO:0002243,Malme3M,EFO:0002243,Same,EFO:0002243,,True,True,
273,MC116,EFO:0002228,MC116,EFO:0002228,Same,EFO:0002228,,True,True,
274,MCAS,EFO:0006453,MCAS,EFO:0006453,Same,EFO:0006453,,True,True,
275,MDA-MB-134-VI,EFO:0001205,MDAMB134VI,EFO:0001205,Same,EFO:0001205,,True,True,
276,MDA-MB-157,EFO:0001206,MDAMB157,EFO:0001206,Same,EFO:0001206,,True,True,
277,MDA-MB-175-VII,EFO:0001208,MDAMB175VII,EFO:0001208,Same,EFO:0001208,,True,True,
278,MDA-MB-231,EFO:0001209,MDAMB231,EFO:0001209,Same,EFO:0001209,,True,True,
279,MDA-MB-361,EFO:0001211,MDAMB361,EFO:0001211,Same,EFO:0001211,,True,True,
280,MDA-MB-415,EFO:0001212,MDAMB415,EFO:0001212,Same,EFO:0001212,,True,True,
281,MDA-MB-436,EFO:0001214,MDAMB436,EFO:0001214,Same,EFO:0001214,,True,True,
282,MDA-MB-453,EFO:0001215,MDAMB453,EFO:0001215,Same,EFO:0001215,,True,True,
283,MDA-MB-468,EFO:0001216,MDAMB468,EFO:0001216,Same,EFO:0001216,,True,True,
284,MDST8,EFO:0006644,MDST8,EFO:0006644,Same,EFO:0006644,,True,True,
285,ME-1,EFO:0006645,ME-1,EFO:0006645,Same,EFO:0006645,,True,True,
286,MEC-1,EFO:0002231,MEC1,EFO:0002231,Same,EFO:0002231,,True,True,
287,MEC-2,EFO:0006285,MEC2,EFO:0006285,Same,EFO:0006285,,True,True,
288,MEG-01,EFO:0002232,MEG01,EFO:0002232,Same,EFO:0002232,,True,True,
289,MEL-HO,EFO:0006647,MEL-HO,EFO:0006647,Same,EFO:0006647,,True,True,
290,MES-SA,,,EFO:0002233,Not Applicable,,,,,No prediction and/or no gold codes to compare.
291,MeWo,EFO:0006648,MeWo,EFO:0006648,Same,EFO:0006648,,True,True,
292,MG-63,EFO:0002234,MG63,EFO:0002234,Same,EFO:0002234,,True,True,
293,MHH-ES-1,EFO:0006650,MHH-ES-1,EFO:0006650,Same,EFO:0006650,,True,True,
294,MHH-NB-11,EFO:0006651,MHH-NB-11,EFO:0006651,Same,EFO:0006651,,True,True,
295,MIA PaCa-2,EFO:0002236,MIA Paca-2,EFO:0002236,Same,EFO:0002236,,True,True,
